original_filename,temporary_filename,proposed_filename,stage
Silk Route Import & Export Ltd Transaction Report.json,.codex-renaming-135028933bdb-Silk Route Import & Export Ltd Transaction Report.json,Silk Route Import & Export Ltd - 01.json,temporary
"silk route import & export ltd_0,0.json",".codex-renaming-135028933bdb-silk route import & export ltd_0,0.json",Silk Route Import & Export Ltd - 02.json,temporary
Simpli Print Group Ltd.json,.codex-renaming-135028933bdb-Simpli Print Group Ltd.json,Simpli Print Group Ltd - 01.json,temporary
"Simpli Print Group Ltd_0,0.json",".codex-renaming-135028933bdb-Simpli Print Group Ltd_0,0.json",Simpli Print Group Ltd - 02.json,temporary
Simply Local Richmond Ltd - GetReportByID (2)(1).json,.codex-renaming-135028933bdb-Simply Local Richmond Ltd - GetReportByID (2)(1).json,Simply Local Richmond Ltd - 01.json,temporary
Simply Local Richmond Ltd - GetReportByID.json,.codex-renaming-135028933bdb-Simply Local Richmond Ltd - GetReportByID.json,Simply Local Richmond Ltd - 02.json,temporary
"SIMPLY_LOCAL_RICHMOND_LTD_0,0.json",".codex-renaming-135028933bdb-SIMPLY_LOCAL_RICHMOND_LTD_0,0.json",SIMPLY LOCAL RICHMOND Ltd - 03.json,temporary
Sloppy coffee ltd.json,.codex-renaming-135028933bdb-Sloppy coffee ltd.json,Sloppy Coffee Ltd.json,temporary
"Smiths Trades Limited_0,0.json",".codex-renaming-135028933bdb-Smiths Trades Limited_0,0.json",Smiths Trades Limited.json,temporary
Smithstrade Ltd.json,.codex-renaming-135028933bdb-Smithstrade Ltd.json,Smithstrade Ltd - 01.json,temporary
"Smithstrade Ltd_0,0.json",".codex-renaming-135028933bdb-Smithstrade Ltd_0,0.json",Smithstrade Ltd - 02.json,temporary
Smithstrade Ltd_categorized.json,.codex-renaming-135028933bdb-Smithstrade Ltd_categorized.json,Smithstrade Ltd - 03.json,temporary
Solaire tanning co limited - GetReportByID.json,.codex-renaming-135028933bdb-Solaire tanning co limited - GetReportByID.json,Solaire Tanning Co Limited - 01.json,temporary
Solaire tanning co limited.json,.codex-renaming-135028933bdb-Solaire tanning co limited.json,Solaire Tanning Co Limited - 02.json,temporary
SOLICAL STADIUMS LTD.json,.codex-renaming-135028933bdb-SOLICAL STADIUMS LTD.json,SOLICAL STADIUMS Ltd.json,temporary
Something a bit different Ltd.json,.codex-renaming-135028933bdb-Something a bit different Ltd.json,Something A Bit Different Ltd.json,temporary
South Coast.json,.codex-renaming-135028933bdb-South Coast.json,South Coast - 01.json,temporary
"South Coast_1,1.json",".codex-renaming-135028933bdb-South Coast_1,1.json",South Coast - 02.json,temporary
South Coast_categorized(1).json,.codex-renaming-135028933bdb-South Coast_categorized(1).json,South Coast - 03.json,temporary
South Coast_categorized.json,.codex-renaming-135028933bdb-South Coast_categorized.json,South Coast - 04.json,temporary
SOUTHERN DRAIN SOLUTIONS LIMITED - GetReportByID.json,.codex-renaming-135028933bdb-SOUTHERN DRAIN SOLUTIONS LIMITED - GetReportByID.json,SOUTHERN DRAIN SOLUTIONS Limited.json,temporary
Standout Aesthetics Limited.json,.codex-renaming-135028933bdb-Standout Aesthetics Limited.json,Standout Aesthetics Limited - 01.json,temporary
"Standout Aesthetics Limited_0,0.json",".codex-renaming-135028933bdb-Standout Aesthetics Limited_0,0.json",Standout Aesthetics Limited - 02.json,temporary
Staplehurst Coffee Ltd .json,.codex-renaming-135028933bdb-Staplehurst Coffee Ltd .json,Staplehurst Coffee Ltd - 01.json,temporary
"Staplehurst Coffee Ltd _0,0.json",".codex-renaming-135028933bdb-Staplehurst Coffee Ltd _0,0.json",Staplehurst Coffee Ltd - 02.json,temporary
Staplehurst Coffee Ltd _categorized.json,.codex-renaming-135028933bdb-Staplehurst Coffee Ltd _categorized.json,Staplehurst Coffee Ltd - 03.json,temporary
Star Marketing Solutions Ltd - GetReportByID.json,.codex-renaming-135028933bdb-Star Marketing Solutions Ltd - GetReportByID.json,Star Marketing Solutions Ltd - 01.json,temporary
Star Marketing Solutions Ltd_categorized.json,.codex-renaming-135028933bdb-Star Marketing Solutions Ltd_categorized.json,Star Marketing Solutions Ltd - 02.json,temporary
Starks Flooring Ltd Transaction Report.json,.codex-renaming-135028933bdb-Starks Flooring Ltd Transaction Report.json,Starks Flooring Ltd - 01.json,temporary
"Starks Flooring Ltd Transaction Report_0,0.json",".codex-renaming-135028933bdb-Starks Flooring Ltd Transaction Report_0,0.json",Starks Flooring Ltd - 02.json,temporary
STEVENSON PROPERTY SERVICES LTD - Transaction Report.json,.codex-renaming-135028933bdb-STEVENSON PROPERTY SERVICES LTD - Transaction Report.json,STEVENSON PROPERTY SERVICES Ltd.json,temporary
"Stevnson Property Services Ltd_0,0.json",".codex-renaming-135028933bdb-Stevnson Property Services Ltd_0,0.json",Stevnson Property Services Ltd.json,temporary
Stormhold hospitality Ltd app 2.json,.codex-renaming-135028933bdb-Stormhold hospitality Ltd app 2.json,Stormhold Hospitality Ltd.json,temporary
Strike Club - GetReportByID.json,.codex-renaming-135028933bdb-Strike Club - GetReportByID.json,Strike Club.json,temporary
"STRIKECLUB_LTD-_0,0.json",".codex-renaming-135028933bdb-STRIKECLUB_LTD-_0,0.json",STRIKECLUB Ltd - 01.json,temporary
STRIKECLUB_LTD-_categorized.json,.codex-renaming-135028933bdb-STRIKECLUB_LTD-_categorized.json,STRIKECLUB Ltd - 02.json,temporary
Studio 444 by Exec Connective.com - GetReportByID.json,.codex-renaming-135028933bdb-Studio 444 by Exec Connective.com - GetReportByID.json,Studio 444 By Exec Connective.com.json,temporary
Suede Hosting Ltd.json,.codex-renaming-135028933bdb-Suede Hosting Ltd.json,Suede Hosting Ltd - 01.json,temporary
"Suede Hosting Ltd_0,0.json",".codex-renaming-135028933bdb-Suede Hosting Ltd_0,0.json",Suede Hosting Ltd - 02.json,temporary
T & L Hurley Ltd.json,.codex-renaming-135028933bdb-T & L Hurley Ltd.json,T & L Hurley Ltd - 01.json,temporary
"T & L Hurley Ltd_0,0.json",".codex-renaming-135028933bdb-T & L Hurley Ltd_0,0.json",T & L Hurley Ltd - 02.json,temporary
T44J Ltd - Transaction report.json,.codex-renaming-135028933bdb-T44J Ltd - Transaction report.json,T44J Ltd - 01.json,temporary
"T44J Ltd_0,0.json",".codex-renaming-135028933bdb-T44J Ltd_0,0.json",T44J Ltd - 02.json,temporary
TASTE OF BENGAL BROADWAY LTD.json,.codex-renaming-135028933bdb-TASTE OF BENGAL BROADWAY LTD.json,TASTE OF BENGAL BROADWAY Ltd.json,temporary
Taylor Floristry LTD  Clover Acc.json,.codex-renaming-135028933bdb-Taylor Floristry LTD  Clover Acc.json,Taylor Floristry Ltd - 01.json,temporary
Taylor Floristry LTD.json,.codex-renaming-135028933bdb-Taylor Floristry LTD.json,Taylor Floristry Ltd - 02.json,temporary
TECHARA_LIMITED.json,.codex-renaming-135028933bdb-TECHARA_LIMITED.json,TECHARA Limited - 01.json,temporary
"TECHARA_LIMITED_0,0.json",".codex-renaming-135028933bdb-TECHARA_LIMITED_0,0.json",TECHARA Limited - 02.json,temporary
"The Body Fix Coach Limited (2)_0,0.json",".codex-renaming-135028933bdb-The Body Fix Coach Limited (2)_0,0.json",The Body Fix Coach Limited - 01.json,temporary
The Body Fix Coach Limited.json,.codex-renaming-135028933bdb-The Body Fix Coach Limited.json,The Body Fix Coach Limited - 02.json,temporary
"The Body Fix Coach Limited_0,0.json",".codex-renaming-135028933bdb-The Body Fix Coach Limited_0,0.json",The Body Fix Coach Limited - 03.json,temporary
The Body Fix Coach Limited_categorized.json,.codex-renaming-135028933bdb-The Body Fix Coach Limited_categorized.json,The Body Fix Coach Limited - 04.json,temporary
The Boot Country Pub Ltd - Transaction Report.json,.codex-renaming-135028933bdb-The Boot Country Pub Ltd - Transaction Report.json,The Boot Country Pub Ltd - 01.json,temporary
The Boot Country Pub Ltd 2nd app - GetReportByID.json,.codex-renaming-135028933bdb-The Boot Country Pub Ltd 2nd app - GetReportByID.json,The Boot Country Pub Ltd - 02.json,temporary
"The Boot Country Pub Ltd_0,0.json",".codex-renaming-135028933bdb-The Boot Country Pub Ltd_0,0.json",The Boot Country Pub Ltd - 03.json,temporary
The CEO Lounge Ltd(1).json,.codex-renaming-135028933bdb-The CEO Lounge Ltd(1).json,The CEO Lounge Ltd - 01.json,temporary
The CEO Lounge Ltd.json,.codex-renaming-135028933bdb-The CEO Lounge Ltd.json,The CEO Lounge Ltd - 02.json,temporary
The Coven Ltd(1) - GetReportByID.json,.codex-renaming-135028933bdb-The Coven Ltd(1) - GetReportByID.json,The Coven Ltd - 01.json,temporary
"The Coven Ltd_0,0.json",".codex-renaming-135028933bdb-The Coven Ltd_0,0.json",The Coven Ltd - 02.json,temporary
The Coven Ltd_categorized.json,.codex-renaming-135028933bdb-The Coven Ltd_categorized.json,The Coven Ltd - 03.json,temporary
The Fuel Agency (UK) Ltd.json,.codex-renaming-135028933bdb-The Fuel Agency (UK) Ltd.json,The Fuel Agency (UK) Ltd - 01.json,temporary
"The Fuel Agency (UK) Ltd_0,0.json",".codex-renaming-135028933bdb-The Fuel Agency (UK) Ltd_0,0.json",The Fuel Agency (UK) Ltd - 02.json,temporary
The Fuel Agency (UK) Ltd_categorized(1).json,.codex-renaming-135028933bdb-The Fuel Agency (UK) Ltd_categorized(1).json,The Fuel Agency (UK) Ltd - 03.json,temporary
The Fuel Agency (UK) Ltd_categorized.json,.codex-renaming-135028933bdb-The Fuel Agency (UK) Ltd_categorized.json,The Fuel Agency (UK) Ltd - 04.json,temporary
"The Fuel Agency (UK) Ltd_categorized_0,0.json",".codex-renaming-135028933bdb-The Fuel Agency (UK) Ltd_categorized_0,0.json",The Fuel Agency (UK) Ltd - 05.json,temporary
The Gangway Sheringham Limited - GetReportByID.json,.codex-renaming-135028933bdb-The Gangway Sheringham Limited - GetReportByID.json,The Gangway Sheringham Limited - 01.json,temporary
"The Gangway Sheringham Limited_0,0.json",".codex-renaming-135028933bdb-The Gangway Sheringham Limited_0,0.json",The Gangway Sheringham Limited - 02.json,temporary
The Gangway Sheringham Limited_categorized.json,.codex-renaming-135028933bdb-The Gangway Sheringham Limited_categorized.json,The Gangway Sheringham Limited - 03.json,temporary
The Gluten Free World Ltd - GetReportByID.json,.codex-renaming-135028933bdb-The Gluten Free World Ltd - GetReportByID.json,The Gluten Free World Ltd - 01.json,temporary
The Gluten Free World Ltd(1).json,.codex-renaming-135028933bdb-The Gluten Free World Ltd(1).json,The Gluten Free World Ltd - 02.json,temporary
"The Gluten Free World Ltd_0,0.json",".codex-renaming-135028933bdb-The Gluten Free World Ltd_0,0.json",The Gluten Free World Ltd - 03.json,temporary
THE HIVE SCOTLAND LTD - GetReportByID.json,.codex-renaming-135028933bdb-THE HIVE SCOTLAND LTD - GetReportByID.json,THE HIVE SCOTLAND Ltd.json,temporary
The House Of Dosai - GetReportByID.json,.codex-renaming-135028933bdb-The House Of Dosai - GetReportByID.json,The House Of Dosai.json,temporary
The spirits corner hull Ltd.json,.codex-renaming-135028933bdb-The spirits corner hull Ltd.json,The Spirits Corner Hull Ltd.json,temporary
THE SUMI GROUP LTD.json,.codex-renaming-135028933bdb-THE SUMI GROUP LTD.json,THE SUMI GROUP Ltd.json,temporary
THE_HOP_HOUSE_LTD.json,.codex-renaming-135028933bdb-THE_HOP_HOUSE_LTD.json,THE HOP HOUSE Ltd - 01.json,temporary
"THE_HOP_HOUSE_LTD_0,0.json",".codex-renaming-135028933bdb-THE_HOP_HOUSE_LTD_0,0.json",THE HOP HOUSE Ltd - 02.json,temporary
THE_THIRSTY_TURTLE_LIMITED.json,.codex-renaming-135028933bdb-THE_THIRSTY_TURTLE_LIMITED.json,THE THIRSTY TURTLE Limited - 01.json,temporary
"THE_THIRSTY_TURTLE_LIMITED_0,0.json",".codex-renaming-135028933bdb-THE_THIRSTY_TURTLE_LIMITED_0,0.json",THE THIRSTY TURTLE Limited - 02.json,temporary
THE_THIRSTY_TURTLE_LIMITED_categorized.json,.codex-renaming-135028933bdb-THE_THIRSTY_TURTLE_LIMITED_categorized.json,THE THIRSTY TURTLE Limited - 03.json,temporary
Totes Luxe UK LTD.json,.codex-renaming-135028933bdb-Totes Luxe UK LTD.json,Totes Luxe UK Ltd.json,temporary
Town Flooring Ltd - GetReportByID.json,.codex-renaming-135028933bdb-Town Flooring Ltd - GetReportByID.json,Town Flooring Ltd.json,temporary
Tradedesk Team Ltd 2nd app - GetReportByID.json,.codex-renaming-135028933bdb-Tradedesk Team Ltd 2nd app - GetReportByID.json,Tradedesk Team Ltd - 01.json,temporary
"TradeDesk Team Ltd_0,0.json",".codex-renaming-135028933bdb-TradeDesk Team Ltd_0,0.json",TradeDesk Team Ltd - 02.json,temporary
TradeDesk Team Ltd_categorized.json,.codex-renaming-135028933bdb-TradeDesk Team Ltd_categorized.json,TradeDesk Team Ltd - 03.json,temporary
Trim fadeys limited - GetReportByID.json,.codex-renaming-135028933bdb-Trim fadeys limited - GetReportByID.json,Trim Fadeys Limited - 01.json,temporary
Trim fadeys limited.json,.codex-renaming-135028933bdb-Trim fadeys limited.json,Trim Fadeys Limited - 02.json,temporary
TTND Ltd Transaction Report.json,.codex-renaming-135028933bdb-TTND Ltd Transaction Report.json,TTND Ltd - 01.json,temporary
"TTND Ltd Transaction Report_0,0.json",".codex-renaming-135028933bdb-TTND Ltd Transaction Report_0,0.json",TTND Ltd - 02.json,temporary
TTND Ltd Transaction Report_categorized.json,.codex-renaming-135028933bdb-TTND Ltd Transaction Report_categorized.json,TTND Ltd - 03.json,temporary
Uteachmi Ltd Transaction Report.json,.codex-renaming-135028933bdb-Uteachmi Ltd Transaction Report.json,Uteachmi Ltd - 01.json,temporary
"Uteachmi Ltd Transaction Report_0,0.json",".codex-renaming-135028933bdb-Uteachmi Ltd Transaction Report_0,0.json",Uteachmi Ltd - 02.json,temporary
Uteachmi Ltd Transaction Report_categorized.json,.codex-renaming-135028933bdb-Uteachmi Ltd Transaction Report_categorized.json,Uteachmi Ltd - 03.json,temporary
Vehicles For Hire Ltd - GetReportByID.json,.codex-renaming-135028933bdb-Vehicles For Hire Ltd - GetReportByID.json,Vehicles For Hire Ltd.json,temporary
Verve GB.json,.codex-renaming-135028933bdb-Verve GB.json,Verve GB - 01.json,temporary
"Verve GB_0,0.json",".codex-renaming-135028933bdb-Verve GB_0,0.json",Verve GB - 02.json,temporary
Verve GB_categorized.json,.codex-renaming-135028933bdb-Verve GB_categorized.json,Verve GB - 03.json,temporary
"Victory and Joel Ltd _0,0.json",".codex-renaming-135028933bdb-Victory and Joel Ltd _0,0.json",Victory And Joel Ltd.json,temporary
Vision ET Consilium Ltd(1).json,.codex-renaming-135028933bdb-Vision ET Consilium Ltd(1).json,Vision ET Consilium Ltd - 01.json,temporary
Vision ET Consilium Ltd.json,.codex-renaming-135028933bdb-Vision ET Consilium Ltd.json,Vision ET Consilium Ltd - 02.json,temporary
Vision Science Academy Transaction Report.json,.codex-renaming-135028933bdb-Vision Science Academy Transaction Report.json,Vision Science Academy.json,temporary
VLD ORAL CARE LTD - GetReportByID.json,.codex-renaming-135028933bdb-VLD ORAL CARE LTD - GetReportByID.json,VLD ORAL CARE Ltd.json,temporary
Voltanic Ltd.json,.codex-renaming-135028933bdb-Voltanic Ltd.json,Voltanic Ltd - 01.json,temporary
"Voltanic Ltd_0,0.json",".codex-renaming-135028933bdb-Voltanic Ltd_0,0.json",Voltanic Ltd - 02.json,temporary
Voltanic Ltd_categorized.json,.codex-renaming-135028933bdb-Voltanic Ltd_categorized.json,Voltanic Ltd - 03.json,temporary
We Design it Ltd.json,.codex-renaming-135028933bdb-We Design it Ltd.json,We Design IT Ltd - 01.json,temporary
"We Design it Ltd_0,0.json",".codex-renaming-135028933bdb-We Design it Ltd_0,0.json",We Design IT Ltd - 02.json,temporary
We Design it Ltd_categorized(1).json,.codex-renaming-135028933bdb-We Design it Ltd_categorized(1).json,We Design IT Ltd - 03.json,temporary
We Design it Ltd_categorized.json,.codex-renaming-135028933bdb-We Design it Ltd_categorized.json,We Design IT Ltd - 04.json,temporary
Weird Inc Ltd - GetReportByID.json,.codex-renaming-135028933bdb-Weird Inc Ltd - GetReportByID.json,Weird Inc Ltd - 01.json,temporary
"Weird Inc Ltd _0,0.json",".codex-renaming-135028933bdb-Weird Inc Ltd _0,0.json",Weird Inc Ltd - 02.json,temporary
Weird Inc Ltd _categorized.json,.codex-renaming-135028933bdb-Weird Inc Ltd _categorized.json,Weird Inc Ltd - 03.json,temporary
White Canvas Bridal Ltd - GetReportByID (1)(1).json,.codex-renaming-135028933bdb-White Canvas Bridal Ltd - GetReportByID (1)(1).json,White Canvas Bridal Ltd - 01.json,temporary
White Canvas Bridal Ltd - GetReportByID.json,.codex-renaming-135028933bdb-White Canvas Bridal Ltd - GetReportByID.json,White Canvas Bridal Ltd - 02.json,temporary
White Canvas Bridal Ltd Transaction Report.json,.codex-renaming-135028933bdb-White Canvas Bridal Ltd Transaction Report.json,White Canvas Bridal Ltd - 03.json,temporary
"White Canvas Bridal Ltd Transactions_1,0.json",".codex-renaming-135028933bdb-White Canvas Bridal Ltd Transactions_1,0.json",White Canvas Bridal Ltd - 04.json,temporary
White Oak Design Studio LTD.json,.codex-renaming-135028933bdb-White Oak Design Studio LTD.json,White Oak Design Studio Ltd.json,temporary
WHITE ROCK TRADING LIMITED.json,.codex-renaming-135028933bdb-WHITE ROCK TRADING LIMITED.json,WHITE ROCK TRADING Limited.json,temporary
White_canvas_categorized(1).json,.codex-renaming-135028933bdb-White_canvas_categorized(1).json,White Canvas - 01.json,temporary
White_canvas_categorized.json,.codex-renaming-135028933bdb-White_canvas_categorized.json,White Canvas - 02.json,temporary
Wild Bru and Lavers Ltd - Transaction Report.json,.codex-renaming-135028933bdb-Wild Bru and Lavers Ltd - Transaction Report.json,Wild Bru And Lavers Ltd - 01.json,temporary
"Wild Bru and Lavers Ltd_0,0.json",".codex-renaming-135028933bdb-Wild Bru and Lavers Ltd_0,0.json",Wild Bru And Lavers Ltd - 02.json,temporary
WIMB Lifestyle - GetReportByID.json,.codex-renaming-135028933bdb-WIMB Lifestyle - GetReportByID.json,WIMB Lifestyle.json,temporary
Witches Tea - GetReportByID.json,.codex-renaming-135028933bdb-Witches Tea - GetReportByID.json,Witches Tea.json,temporary
WItham pizza ltd.json,.codex-renaming-135028933bdb-WItham pizza ltd.json,WItham Pizza Ltd.json,temporary
WMJ group limited.json,.codex-renaming-135028933bdb-WMJ group limited.json,WMJ Group Limited.json,temporary
Wye Valley Catering.json,.codex-renaming-135028933bdb-Wye Valley Catering.json,Wye Valley Catering - 01.json,temporary
"Wye Valley Catering_0,0.json",".codex-renaming-135028933bdb-Wye Valley Catering_0,0.json",Wye Valley Catering - 02.json,temporary
Wye Valley Catering_categorized.json,.codex-renaming-135028933bdb-Wye Valley Catering_categorized.json,Wye Valley Catering - 03.json,temporary
Wyevalleycatering ltd.json,.codex-renaming-135028933bdb-Wyevalleycatering ltd.json,Wyevalleycatering Ltd.json,temporary
